protein_id,beta_age,beta_sex,beta_phenotype
Q9NYZ3,-0.7806014610944402,0.27142911223879795,0.6147076052560139
Q9NZ20,-0.3915899308575838,-0.5684612907052172,-1.2936138255299887
Q9NZK5,-0.13320676703758852,-0.29079696714080255,-0.9306116474088328
Q9P0X4,0.22650937815608582,-0.22498519093232458,-0.6454415751871394
Q9UBB4,-0.27728620282022354,0.5356522694648078,0.36176216625313334
Q9UBB9,-0.06501303074924492,0.3095525092324263,-0.6965471738320433
Q9UBR1,0.016185050363515266,0.07366116524323528,-0.2819019050992361
Q9UC06,0.21772916797870892,-0.3902167273222256,0.30589242466567074
Q9UDW1,0.27592938576564596,-1.458579940348533,0.7141834221060706
Q9UDW3,-1.523816282676377,-0.30802451277806264,0.615208820554653
Q9UDX3,-0.15864336262622034,-0.733092991234771,-0.6562422370300024
Q9UDX4,0.5134528731603099,-0.9607522652743191,0.6773946605772103
Q9UDX5,-0.02755104952114467,-0.5961976652212168,-0.3498690433816147
Q9UFD9,-0.5086121705508206,0.4331126004292643,0.439456685857703
Q9UG56,-0.8595805669380233,-0.20179605925966704,-0.5179113974065662
Q9UGB7,0.6467549842296851,-0.6750495590632105,0.9625374628110083
Q9UGR2,-0.016647369758468783,-0.5809672031900438,-0.4063645104055667
Q9UGT4,-0.4008094203842253,-0.637309201007753,0.056896115838225396
Q9UGU0,-0.6139577753459217,-1.0901831043690944,-0.22780588250890382
Q9UGU5,-0.9014280982089413,-0.3760804340337602,-0.5454617331620135
Q9UGY1,-0.4356080360129071,1.0004815507950768,0.033846940301742456
Q9UH03,0.12268550449766608,-0.8881991481711473,-0.39237788018215314
Q9UH17,0.10765131497075599,-0.5122644564565032,0.5448377061107912
Q9UH36,-0.6013482929505151,-0.1431830679325878,-0.35163098398533515
Q9UH99,0.08216032969095799,-0.320245035927713,-0.1625361762425624
Q9UHP6,-0.11806504588899278,-0.3671938786956505,0.29105632109826757
Q9UIA0,0.11919418741871264,-0.04430697262658365,-0.25827500007717485
Q9UJY5,0.3982720152599985,-0.11791712190709068,-0.18401837269556232
Q9UKI3,0.052345014944063004,0.8482933414854253,-0.8042137248127224
Q9UKX7,0.3849284465276773,-0.9465855806190525,0.13036389493717437
Q9ULC8,0.7875414138043654,0.24433426223365357,0.10237504712387568
Q9ULT6,-0.2802247344015378,0.01552360024427712,-0.15123768924201378
Q9ULX9,-0.3929883039656777,-0.14493780773743492,0.11902869637586372
Q9UMW8,-0.38360853426532016,-0.40314091034234206,-0.8161460625553046
Q9UNF0,0.19536251304444804,0.2726616309835302,0.13899626654191047
Q9UNT1,0.4825852463643329,0.04393381854036376,0.235206562419454
Q9UPQ9,0.15191871281878142,-0.045770009709103936,-0.3184930968777884
Q9Y259,1.1070763078959556,-0.22597548992675426,-0.3995266266722618
Q9Y262,0.21700491172505348,0.12592720764750256,-0.8428749285661964
Q9Y295,0.5613391272818693,-0.047097287675416655,-0.6665586571294323
Q9Y3A4,0.594392057176937,0.312837785798077,-0.7587251951687485
Q9Y3I0,0.8885914201288622,0.32939868418309637,-0.006117669375027679
Q9Y3I1,0.7951094028108897,0.07964889191482029,-0.016849845062419187
Q9Y3L3,-0.3301500580109945,0.2909252196535393,0.2859617803943879
Q9Y3M2,0.007340069944855644,-0.3949931769338015,0.07795791249964432
Q9Y3P4,-0.03489939288106894,-0.6667371593671005,-0.8830874107945114
Q9Y442,0.28257668940488473,-1.3009441575258445,0.12324631617675598
Q9Y512,-0.23904152887691224,0.6541233034399551,-0.29608092549232545
Q9Y519,0.329742107125948,-0.1984569206188958,0.06824889209168607
Q9Y534,0.3684182654600256,-0.23127785816229007,0.5979329306990424
Q9Y535,-0.4968489385532416,0.14729642127918954,0.5535838336727117
Q9Y698,0.33001874589516744,0.9582224383677052,-0.45806359038639627
Q9Y6J0,-0.689574625674294,-0.4971675542475597,0.3962655399290622
Q9Y6U7,0.2489614671346893,0.05112832982370789,-0.6737742294642779
Q9Y6X9,0.3834336466645304,-0.6123523888252702,0.6953697494261398
