node_id,type,protein_id,gene_symbol,graph_degree,graph_weight,graph_lift,beta_phenotype,mean_log2_intensity,detection_rate,phenotype_difference,site,label
haploblock:chr22_43429411-43471880_cluster197,haploblock,,,,,,,,,,,chr22_43429411-43471880_cluster197
haploblock:chr22_19699265-19729797_cluster32,haploblock,,,,,,,,,,,chr22_19699265-19729797_cluster32
haploblock:chr22_23529638-23532651_cluster6,haploblock,,,,,,,,,,,chr22_23529638-23532651_cluster6
haploblock:chr22_37396550-37416456_cluster16,haploblock,,,,,,,,,,,chr22_37396550-37416456_cluster16
haploblock:chr22_19674207-19686138_cluster21,haploblock,,,,,,,,,,,chr22_19674207-19686138_cluster21
haploblock:chr22_25266257-25304848_cluster1003,haploblock,,,,,,,,,,,chr22_25266257-25304848_cluster1003
haploblock:chr22_26644382-26677587_cluster87,haploblock,,,,,,,,,,,chr22_26644382-26677587_cluster87
haploblock:chr22_45956310-46002629_cluster405,haploblock,,,,,,,,,,,chr22_45956310-46002629_cluster405
haploblock:chr22_36463901-36527111_cluster14,haploblock,,,,,,,,,,,chr22_36463901-36527111_cluster14
haploblock:chr22_19965038-20003597_cluster12,haploblock,,,,,,,,,,,chr22_19965038-20003597_cluster12
haploblock:chr22_44845752-44871543_cluster892,haploblock,,,,,,,,,,,chr22_44845752-44871543_cluster892
haploblock:chr22_23865996-23896670_cluster19,haploblock,,,,,,,,,,,chr22_23865996-23896670_cluster19
haploblock:chr22_25417399-25535613_cluster649,haploblock,,,,,,,,,,,chr22_25417399-25535613_cluster649
haploblock:chr22_26529987-26549322_cluster23,haploblock,,,,,,,,,,,chr22_26529987-26549322_cluster23
haploblock:chr22_30757175-30858788_cluster360,haploblock,,,,,,,,,,,chr22_30757175-30858788_cluster360
haploblock:chr22_22810398-22854292_cluster63,haploblock,,,,,,,,,,,chr22_22810398-22854292_cluster63
haploblock:chr22_23851737-23865996_cluster62,haploblock,,,,,,,,,,,chr22_23851737-23865996_cluster62
haploblock:chr22_33408818-33452024_cluster53,haploblock,,,,,,,,,,,chr22_33408818-33452024_cluster53
haploblock:chr22_39705387-39953483_cluster348,haploblock,,,,,,,,,,,chr22_39705387-39953483_cluster348
haploblock:chr22_45076203-45102024_cluster61,haploblock,,,,,,,,,,,chr22_45076203-45102024_cluster61
haploblock:chr22_47963676-47997555_cluster475,haploblock,,,,,,,,,,,chr22_47963676-47997555_cluster475
haploblock:chr22_31042595-31137239_cluster465,haploblock,,,,,,,,,,,chr22_31042595-31137239_cluster465
haploblock:chr22_26549322-26578207_cluster9,haploblock,,,,,,,,,,,chr22_26549322-26578207_cluster9
haploblock:chr22_48460740-48507466_cluster265,haploblock,,,,,,,,,,,chr22_48460740-48507466_cluster265
haploblock:chr22_27274059-27281429_cluster5,haploblock,,,,,,,,,,,chr22_27274059-27281429_cluster5
haploblock:chr22_32844047-32879460_cluster17,haploblock,,,,,,,,,,,chr22_32844047-32879460_cluster17
haploblock:chr22_27552091-27574483_cluster35,haploblock,,,,,,,,,,,chr22_27552091-27574483_cluster35
haploblock:chr22_27642389-27675678_cluster128,haploblock,,,,,,,,,,,chr22_27642389-27675678_cluster128
haploblock:chr22_31445105-31721546_cluster478,haploblock,,,,,,,,,,,chr22_31445105-31721546_cluster478
haploblock:chr22_36137894-36173796_cluster57,haploblock,,,,,,,,,,,chr22_36137894-36173796_cluster57
haploblock:chr22_38910779-38949961_cluster145,haploblock,,,,,,,,,,,chr22_38910779-38949961_cluster145
haploblock:chr22_42688607-42703049_cluster4,haploblock,,,,,,,,,,,chr22_42688607-42703049_cluster4
haploblock:chr22_42703049-42759443_cluster183,haploblock,,,,,,,,,,,chr22_42703049-42759443_cluster183
haploblock:chr22_47542804-47580784_cluster226,haploblock,,,,,,,,,,,chr22_47542804-47580784_cluster226
haploblock:chr22_46101290-46116729_cluster13,haploblock,,,,,,,,,,,chr22_46101290-46116729_cluster13
haploblock:chr22_46509245-46519724_cluster2,haploblock,,,,,,,,,,,chr22_46509245-46519724_cluster2
haploblock:chr22_46622269-46684568_cluster76,haploblock,,,,,,,,,,,chr22_46622269-46684568_cluster76
haploblock:chr22_46684568-46701053_cluster12,haploblock,,,,,,,,,,,chr22_46684568-46701053_cluster12
haploblock:chr22_47736510-47795000_cluster2,haploblock,,,,,,,,,,,chr22_47736510-47795000_cluster2
haploblock:chr22_49290733-49310363_cluster325,haploblock,,,,,,,,,,,chr22_49290733-49310363_cluster325
haploblock:chr22_17420471-17463955_cluster89,haploblock,,,,,,,,,,,chr22_17420471-17463955_cluster89
haploblock:chr22_27259943-27267287_cluster83,haploblock,,,,,,,,,,,chr22_27259943-27267287_cluster83
haploblock:chr22_27267287-27274059_cluster7,haploblock,,,,,,,,,,,chr22_27267287-27274059_cluster7
haploblock:chr22_48346281-48358281_cluster409,haploblock,,,,,,,,,,,chr22_48346281-48358281_cluster409
haploblock:chr22_17463955-17486499_cluster42,haploblock,,,,,,,,,,,chr22_17463955-17486499_cluster42
haploblock:chr22_19623032-19641214_cluster72,haploblock,,,,,,,,,,,chr22_19623032-19641214_cluster72
haploblock:chr22_26902257-26914018_cluster23,haploblock,,,,,,,,,,,chr22_26902257-26914018_cluster23
haploblock:chr22_27435114-27473414_cluster38,haploblock,,,,,,,,,,,chr22_27435114-27473414_cluster38
haploblock:chr22_32987578-33044905_cluster34,haploblock,,,,,,,,,,,chr22_32987578-33044905_cluster34
haploblock:chr22_38284355-38316189_cluster66,haploblock,,,,,,,,,,,chr22_38284355-38316189_cluster66
haploblock:chr22_39980379-40032702_cluster28,haploblock,,,,,,,,,,,chr22_39980379-40032702_cluster28
haploblock:chr22_40816704-41011161_cluster64,haploblock,,,,,,,,,,,chr22_40816704-41011161_cluster64
haploblock:chr22_44395824-44404134_cluster45,haploblock,,,,,,,,,,,chr22_44395824-44404134_cluster45
haploblock:chr22_45076203-45102024_cluster95,haploblock,,,,,,,,,,,chr22_45076203-45102024_cluster95
haploblock:chr22_45575071-45611743_cluster14,haploblock,,,,,,,,,,,chr22_45575071-45611743_cluster14
haploblock:chr22_47875259-47891202_cluster152,haploblock,,,,,,,,,,,chr22_47875259-47891202_cluster152
haploblock:chr22_47963676-47997555_cluster153,haploblock,,,,,,,,,,,chr22_47963676-47997555_cluster153
haploblock:chr22_48534407-48551127_cluster46,haploblock,,,,,,,,,,,chr22_48534407-48551127_cluster46
haploblock:chr22_17779751-17795362_cluster111,haploblock,,,,,,,,,,,chr22_17779751-17795362_cluster111
haploblock:chr22_18077804-18130176_cluster853,haploblock,,,,,,,,,,,chr22_18077804-18130176_cluster853
haploblock:chr22_22083318-22109386_cluster10,haploblock,,,,,,,,,,,chr22_22083318-22109386_cluster10
haploblock:chr22_23766514-23847298_cluster36,haploblock,,,,,,,,,,,chr22_23766514-23847298_cluster36
haploblock:chr22_30218448-30274592_cluster29,haploblock,,,,,,,,,,,chr22_30218448-30274592_cluster29
haploblock:chr22_32932820-32987578_cluster70,haploblock,,,,,,,,,,,chr22_32932820-32987578_cluster70
haploblock:chr22_34464592-34589089_cluster5,haploblock,,,,,,,,,,,chr22_34464592-34589089_cluster5
haploblock:chr22_35519727-35559256_cluster90,haploblock,,,,,,,,,,,chr22_35519727-35559256_cluster90
haploblock:chr22_36463901-36527111_cluster34,haploblock,,,,,,,,,,,chr22_36463901-36527111_cluster34
haploblock:chr22_39013374-39091660_cluster299,haploblock,,,,,,,,,,,chr22_39013374-39091660_cluster299
haploblock:chr22_48440418-48460740_cluster524,haploblock,,,,,,,,,,,chr22_48440418-48460740_cluster524
haploblock:chr22_49517573-49534275_cluster109,haploblock,,,,,,,,,,,chr22_49517573-49534275_cluster109
haploblock:chr22_22306953-22344671_cluster11,haploblock,,,,,,,,,,,chr22_22306953-22344671_cluster11
haploblock:chr22_27166948-27240185_cluster312,haploblock,,,,,,,,,,,chr22_27166948-27240185_cluster312
haploblock:chr22_27795907-27840691_cluster665,haploblock,,,,,,,,,,,chr22_27795907-27840691_cluster665
haploblock:chr22_32181456-32241161_cluster72,haploblock,,,,,,,,,,,chr22_32181456-32241161_cluster72
haploblock:chr22_36850905-36863317_cluster15,haploblock,,,,,,,,,,,chr22_36850905-36863317_cluster15
haploblock:chr22_38949961-38959712_cluster13,haploblock,,,,,,,,,,,chr22_38949961-38959712_cluster13
haploblock:chr22_44288496-44303006_cluster362,haploblock,,,,,,,,,,,chr22_44288496-44303006_cluster362
haploblock:chr22_44603286-44615978_cluster113,haploblock,,,,,,,,,,,chr22_44603286-44615978_cluster113
haploblock:chr22_45061875-45076203_cluster46,haploblock,,,,,,,,,,,chr22_45061875-45076203_cluster46
haploblock:chr22_45521571-45546494_cluster43,haploblock,,,,,,,,,,,chr22_45521571-45546494_cluster43
haploblock:chr22_48086646-48105541_cluster34,haploblock,,,,,,,,,,,chr22_48086646-48105541_cluster34
haploblock:chr22_48593175-48616504_cluster91,haploblock,,,,,,,,,,,chr22_48593175-48616504_cluster91
haploblock:chr22_26060666-26071416_cluster31,haploblock,,,,,,,,,,,chr22_26060666-26071416_cluster31
haploblock:chr22_17951518-18012407_cluster856,haploblock,,,,,,,,,,,chr22_17951518-18012407_cluster856
haploblock:chr22_27259943-27267287_cluster36,haploblock,,,,,,,,,,,chr22_27259943-27267287_cluster36
haploblock:chr22_19699265-19729797_cluster52,haploblock,,,,,,,,,,,chr22_19699265-19729797_cluster52
haploblock:chr22_23532651-23582658_cluster200,haploblock,,,,,,,,,,,chr22_23532651-23582658_cluster200
haploblock:chr22_18154397-18173325_cluster28,haploblock,,,,,,,,,,,chr22_18154397-18173325_cluster28
haploblock:chr22_26024448-26060666_cluster34,haploblock,,,,,,,,,,,chr22_26024448-26060666_cluster34
haploblock:chr22_44263132-44288496_cluster336,haploblock,,,,,,,,,,,chr22_44263132-44288496_cluster336
haploblock:chr22_46050878-46078647_cluster33,haploblock,,,,,,,,,,,chr22_46050878-46078647_cluster33
haploblock:chr22_46198741-46224519_cluster53,haploblock,,,,,,,,,,,chr22_46198741-46224519_cluster53
haploblock:chr22_46375373-46418842_cluster191,haploblock,,,,,,,,,,,chr22_46375373-46418842_cluster191
haploblock:chr22_20258558-20274330_cluster12,haploblock,,,,,,,,,,,chr22_20258558-20274330_cluster12
haploblock:chr22_32241161-32268625_cluster23,haploblock,,,,,,,,,,,chr22_32241161-32268625_cluster23
haploblock:chr22_33873503-33960108_cluster30,haploblock,,,,,,,,,,,chr22_33873503-33960108_cluster30
haploblock:chr22_45220568-45261186_cluster164,haploblock,,,,,,,,,,,chr22_45220568-45261186_cluster164
haploblock:chr22_26270093-26284739_cluster8,haploblock,,,,,,,,,,,chr22_26270093-26284739_cluster8
haploblock:chr22_36630948-36681598_cluster415,haploblock,,,,,,,,,,,chr22_36630948-36681598_cluster415
haploblock:chr22_48256183-48280360_cluster60,haploblock,,,,,,,,,,,chr22_48256183-48280360_cluster60
haploblock:chr22_21868030-22004012_cluster290,haploblock,,,,,,,,,,,chr22_21868030-22004012_cluster290
haploblock:chr22_22039828-22047705_cluster108,haploblock,,,,,,,,,,,chr22_22039828-22047705_cluster108
haploblock:chr22_22244968-22306953_cluster554,haploblock,,,,,,,,,,,chr22_22244968-22306953_cluster554
haploblock:chr22_22423583-22524402_cluster746,haploblock,,,,,,,,,,,chr22_22423583-22524402_cluster746
haploblock:chr22_36630948-36681598_cluster555,haploblock,,,,,,,,,,,chr22_36630948-36681598_cluster555
haploblock:chr22_38316189-38345691_cluster22,haploblock,,,,,,,,,,,chr22_38316189-38345691_cluster22
haploblock:chr22_25953967-25984066_cluster18,haploblock,,,,,,,,,,,chr22_25953967-25984066_cluster18
haploblock:chr22_25984066-26024448_cluster913,haploblock,,,,,,,,,,,chr22_25984066-26024448_cluster913
haploblock:chr22_26071416-26125105_cluster191,haploblock,,,,,,,,,,,chr22_26071416-26125105_cluster191
haploblock:chr22_43251410-43267728_cluster5,haploblock,,,,,,,,,,,chr22_43251410-43267728_cluster5
haploblock:chr22_26529987-26549322_cluster2,haploblock,,,,,,,,,,,chr22_26529987-26549322_cluster2
haploblock:chr22_32156952-32181456_cluster13,haploblock,,,,,,,,,,,chr22_32156952-32181456_cluster13
haploblock:chr22_46438932-46457205_cluster251,haploblock,,,,,,,,,,,chr22_46438932-46457205_cluster251
haploblock:chr22_29728907-29840455_cluster23,haploblock,,,,,,,,,,,chr22_29728907-29840455_cluster23
haploblock:chr22_29840455-30197423_cluster118,haploblock,,,,,,,,,,,chr22_29840455-30197423_cluster118
haploblock:chr22_30585088-30667110_cluster249,haploblock,,,,,,,,,,,chr22_30585088-30667110_cluster249
haploblock:chr22_34121170-34159369_cluster57,haploblock,,,,,,,,,,,chr22_34121170-34159369_cluster57
haploblock:chr22_35647540-35695363_cluster15,haploblock,,,,,,,,,,,chr22_35647540-35695363_cluster15
haploblock:chr22_40032702-40132216_cluster34,haploblock,,,,,,,,,,,chr22_40032702-40132216_cluster34
haploblock:chr22_47795000-47815791_cluster124,haploblock,,,,,,,,,,,chr22_47795000-47815791_cluster124
haploblock:chr22_47891202-47963676_cluster777,haploblock,,,,,,,,,,,chr22_47891202-47963676_cluster777
haploblock:chr22_17382179-17414153_cluster155,haploblock,,,,,,,,,,,chr22_17382179-17414153_cluster155
haploblock:chr22_17414153-17420471_cluster22,haploblock,,,,,,,,,,,chr22_17414153-17420471_cluster22
haploblock:chr22_17420471-17463955_cluster112,haploblock,,,,,,,,,,,chr22_17420471-17463955_cluster112
haploblock:chr22_22788009-22810398_cluster15,haploblock,,,,,,,,,,,chr22_22788009-22810398_cluster15
haploblock:chr22_23241440-23290478_cluster178,haploblock,,,,,,,,,,,chr22_23241440-23290478_cluster178
haploblock:chr22_26549322-26578207_cluster121,haploblock,,,,,,,,,,,chr22_26549322-26578207_cluster121
haploblock:chr22_33299764-33359267_cluster669,haploblock,,,,,,,,,,,chr22_33299764-33359267_cluster669
haploblock:chr22_37276728-37285225_cluster146,haploblock,,,,,,,,,,,chr22_37276728-37285225_cluster146
haploblock:chr22_45192496-45220568_cluster5,haploblock,,,,,,,,,,,chr22_45192496-45220568_cluster5
haploblock:chr22_45416682-45461240_cluster36,haploblock,,,,,,,,,,,chr22_45416682-45461240_cluster36
haploblock:chr22_46078647-46090628_cluster11,haploblock,,,,,,,,,,,chr22_46078647-46090628_cluster11
haploblock:chr22_46739093-46762438_cluster41,haploblock,,,,,,,,,,,chr22_46739093-46762438_cluster41
haploblock:chr22_48086646-48105541_cluster8,haploblock,,,,,,,,,,,chr22_48086646-48105541_cluster8
haploblock:chr22_48424298-48440418_cluster28,haploblock,,,,,,,,,,,chr22_48424298-48440418_cluster28
haploblock:chr22_17565024-17573553_cluster37,haploblock,,,,,,,,,,,chr22_17565024-17573553_cluster37
haploblock:chr22_22589389-22616398_cluster17,haploblock,,,,,,,,,,,chr22_22589389-22616398_cluster17
haploblock:chr22_23355114-23374984_cluster198,haploblock,,,,,,,,,,,chr22_23355114-23374984_cluster198
haploblock:chr22_26071416-26125105_cluster30,haploblock,,,,,,,,,,,chr22_26071416-26125105_cluster30
haploblock:chr22_34007359-34099461_cluster219,haploblock,,,,,,,,,,,chr22_34007359-34099461_cluster219
haploblock:chr22_37581275-37681711_cluster74,haploblock,,,,,,,,,,,chr22_37581275-37681711_cluster74
haploblock:chr22_38910779-38949961_cluster122,haploblock,,,,,,,,,,,chr22_38910779-38949961_cluster122
haploblock:chr22_39577521-39600259_cluster64,haploblock,,,,,,,,,,,chr22_39577521-39600259_cluster64
haploblock:chr22_48687200-48697982_cluster121,haploblock,,,,,,,,,,,chr22_48687200-48697982_cluster121
haploblock:chr22_49715343-49726702_cluster172,haploblock,,,,,,,,,,,chr22_49715343-49726702_cluster172
haploblock:chr22_17463955-17486499_cluster171,haploblock,,,,,,,,,,,chr22_17463955-17486499_cluster171
haploblock:chr22_23507389-23529638_cluster129,haploblock,,,,,,,,,,,chr22_23507389-23529638_cluster129
haploblock:chr22_23865996-23896670_cluster33,haploblock,,,,,,,,,,,chr22_23865996-23896670_cluster33
haploblock:chr22_25836129-25858830_cluster32,haploblock,,,,,,,,,,,chr22_25836129-25858830_cluster32
haploblock:chr22_25858830-25876277_cluster28,haploblock,,,,,,,,,,,chr22_25858830-25876277_cluster28
haploblock:chr22_32156952-32181456_cluster50,haploblock,,,,,,,,,,,chr22_32156952-32181456_cluster50
haploblock:chr22_32604930-32649633_cluster15,haploblock,,,,,,,,,,,chr22_32604930-32649633_cluster15
haploblock:chr22_42434570-42475676_cluster118,haploblock,,,,,,,,,,,chr22_42434570-42475676_cluster118
haploblock:chr22_46418842-46438932_cluster244,haploblock,,,,,,,,,,,chr22_46418842-46438932_cluster244
haploblock:chr22_44696863-44709627_cluster37,haploblock,,,,,,,,,,,chr22_44696863-44709627_cluster37
haploblock:chr22_23532651-23582658_cluster718,haploblock,,,,,,,,,,,chr22_23532651-23582658_cluster718
haploblock:chr22_48256183-48280360_cluster123,haploblock,,,,,,,,,,,chr22_48256183-48280360_cluster123
haploblock:chr22_19530556-19608021_cluster733,haploblock,,,,,,,,,,,chr22_19530556-19608021_cluster733
haploblock:chr22_27734056-27751201_cluster74,haploblock,,,,,,,,,,,chr22_27734056-27751201_cluster74
haploblock:chr22_32431958-32447679_cluster71,haploblock,,,,,,,,,,,chr22_32431958-32447679_cluster71
haploblock:chr22_35406206-35467079_cluster535,haploblock,,,,,,,,,,,chr22_35406206-35467079_cluster535
haploblock:chr22_35467079-35492611_cluster770,haploblock,,,,,,,,,,,chr22_35467079-35492611_cluster770
haploblock:chr22_35467079-35492611_cluster860,haploblock,,,,,,,,,,,chr22_35467079-35492611_cluster860
haploblock:chr22_37510682-37546356_cluster308,haploblock,,,,,,,,,,,chr22_37510682-37546356_cluster308
haploblock:chr22_38257683-38284355_cluster48,haploblock,,,,,,,,,,,chr22_38257683-38284355_cluster48
haploblock:chr22_46841413-46902935_cluster168,haploblock,,,,,,,,,,,chr22_46841413-46902935_cluster168
haploblock:chr22_47599748-47625237_cluster31,haploblock,,,,,,,,,,,chr22_47599748-47625237_cluster31
haploblock:chr22_27240185-27248628_cluster25,haploblock,,,,,,,,,,,chr22_27240185-27248628_cluster25
haploblock:chr22_44533808-44558955_cluster182,haploblock,,,,,,,,,,,chr22_44533808-44558955_cluster182
haploblock:chr22_22039828-22047705_cluster25,haploblock,,,,,,,,,,,chr22_22039828-22047705_cluster25
haploblock:chr22_22197437-22203687_cluster8,haploblock,,,,,,,,,,,chr22_22197437-22203687_cluster8
haploblock:chr22_45131462-45192496_cluster266,haploblock,,,,,,,,,,,chr22_45131462-45192496_cluster266
haploblock:chr22_43349923-43371073_cluster33,haploblock,,,,,,,,,,,chr22_43349923-43371073_cluster33
haploblock:chr22_20059164-20157037_cluster172,haploblock,,,,,,,,,,,chr22_20059164-20157037_cluster172
haploblock:chr22_22914880-22943618_cluster264,haploblock,,,,,,,,,,,chr22_22914880-22943618_cluster264
haploblock:chr22_33452024-33502441_cluster6,haploblock,,,,,,,,,,,chr22_33452024-33502441_cluster6
haploblock:chr22_19959374-19965038_cluster7,haploblock,,,,,,,,,,,chr22_19959374-19965038_cluster7
haploblock:chr22_30667110-30757175_cluster12,haploblock,,,,,,,,,,,chr22_30667110-30757175_cluster12
haploblock:chr22_37386898-37396550_cluster4,haploblock,,,,,,,,,,,chr22_37386898-37396550_cluster4
haploblock:chr22_24898544-24977424_cluster1437,haploblock,,,,,,,,,,,chr22_24898544-24977424_cluster1437
haploblock:chr22_47997555-48049142_cluster2,haploblock,,,,,,,,,,,chr22_47997555-48049142_cluster2
haploblock:chr22_48534407-48551127_cluster59,haploblock,,,,,,,,,,,chr22_48534407-48551127_cluster59
haploblock:chr22_27166948-27240185_cluster1622,haploblock,,,,,,,,,,,chr22_27166948-27240185_cluster1622
haploblock:chr22_34948328-34975718_cluster2,haploblock,,,,,,,,,,,chr22_34948328-34975718_cluster2
haploblock:chr22_46176998-46198741_cluster15,haploblock,,,,,,,,,,,chr22_46176998-46198741_cluster15
haploblock:chr22_48983254-49024317_cluster182,haploblock,,,,,,,,,,,chr22_48983254-49024317_cluster182
haploblock:chr22_27031341-27041588_cluster1,haploblock,,,,,,,,,,,chr22_27031341-27041588_cluster1
haploblock:chr22_27396539-27435114_cluster382,haploblock,,,,,,,,,,,chr22_27396539-27435114_cluster382
haploblock:chr22_37241613-37276728_cluster186,haploblock,,,,,,,,,,,chr22_37241613-37276728_cluster186
haploblock:chr22_31942200-32156952_cluster278,haploblock,,,,,,,,,,,chr22_31942200-32156952_cluster278
haploblock:chr22_37546356-37581275_cluster357,haploblock,,,,,,,,,,,chr22_37546356-37581275_cluster357
haploblock:chr22_48358281-48414640_cluster197,haploblock,,,,,,,,,,,chr22_48358281-48414640_cluster197
haploblock:chr22_48534407-48551127_cluster78,haploblock,,,,,,,,,,,chr22_48534407-48551127_cluster78
haploblock:chr22_32604930-32649633_cluster13,haploblock,,,,,,,,,,,chr22_32604930-32649633_cluster13
haploblock:chr22_37416456-37447223_cluster55,haploblock,,,,,,,,,,,chr22_37416456-37447223_cluster55
haploblock:chr22_44491834-44533808_cluster221,haploblock,,,,,,,,,,,chr22_44491834-44533808_cluster221
haploblock:chr22_42375220-42434570_cluster125,haploblock,,,,,,,,,,,chr22_42375220-42434570_cluster125
haploblock:chr22_47257518-47285160_cluster403,haploblock,,,,,,,,,,,chr22_47257518-47285160_cluster403
haploblock:chr22_44709627-44721676_cluster22,haploblock,,,,,,,,,,,chr22_44709627-44721676_cluster22
haploblock:chr22_44871543-44917047_cluster203,haploblock,,,,,,,,,,,chr22_44871543-44917047_cluster203
haploblock:chr22_44917047-44929677_cluster3,haploblock,,,,,,,,,,,chr22_44917047-44929677_cluster3
haploblock:chr22_45076203-45102024_cluster5,haploblock,,,,,,,,,,,chr22_45076203-45102024_cluster5
haploblock:chr22_46224519-46249251_cluster24,haploblock,,,,,,,,,,,chr22_46224519-46249251_cluster24
haploblock:chr22_46701053-46710903_cluster1,haploblock,,,,,,,,,,,chr22_46701053-46710903_cluster1
haploblock:chr22_46902935-46974137_cluster521,haploblock,,,,,,,,,,,chr22_46902935-46974137_cluster521
haploblock:chr22_48049142-48070478_cluster74,haploblock,,,,,,,,,,,chr22_48049142-48070478_cluster74
haploblock:chr22_48195632-48256183_cluster379,haploblock,,,,,,,,,,,chr22_48195632-48256183_cluster379
haploblock:chr22_25984066-26024448_cluster161,haploblock,,,,,,,,,,,chr22_25984066-26024448_cluster161
haploblock:chr22_18154397-18173325_cluster86,haploblock,,,,,,,,,,,chr22_18154397-18173325_cluster86
haploblock:chr22_20367930-20414601_cluster84,haploblock,,,,,,,,,,,chr22_20367930-20414601_cluster84
haploblock:chr22_26753805-26783983_cluster113,haploblock,,,,,,,,,,,chr22_26753805-26783983_cluster113
haploblock:chr22_26970187-26999263_cluster76,haploblock,,,,,,,,,,,chr22_26970187-26999263_cluster76
haploblock:chr22_27134960-27157084_cluster134,haploblock,,,,,,,,,,,chr22_27134960-27157084_cluster134
haploblock:chr22_27259943-27267287_cluster46,haploblock,,,,,,,,,,,chr22_27259943-27267287_cluster46
haploblock:chr22_29422865-29484784_cluster59,haploblock,,,,,,,,,,,chr22_29422865-29484784_cluster59
haploblock:chr22_32461834-32523211_cluster38,haploblock,,,,,,,,,,,chr22_32461834-32523211_cluster38
haploblock:chr22_33408818-33452024_cluster79,haploblock,,,,,,,,,,,chr22_33408818-33452024_cluster79
haploblock:chr22_43176240-43219862_cluster299,haploblock,,,,,,,,,,,chr22_43176240-43219862_cluster299
haploblock:chr22_44022564-44051606_cluster326,haploblock,,,,,,,,,,,chr22_44022564-44051606_cluster326
haploblock:chr22_46101290-46116729_cluster9,haploblock,,,,,,,,,,,chr22_46101290-46116729_cluster9
haploblock:chr22_48616504-48649986_cluster675,haploblock,,,,,,,,,,,chr22_48616504-48649986_cluster675
haploblock:chr22_48697982-48748191_cluster315,haploblock,,,,,,,,,,,chr22_48697982-48748191_cluster315
haploblock:chr22_25953967-25984066_cluster55,haploblock,,,,,,,,,,,chr22_25953967-25984066_cluster55
haploblock:chr22_26864523-26884663_cluster4,haploblock,,,,,,,,,,,chr22_26864523-26884663_cluster4
haploblock:chr22_27240185-27248628_cluster34,haploblock,,,,,,,,,,,chr22_27240185-27248628_cluster34
haploblock:chr22_27248628-27259943_cluster41,haploblock,,,,,,,,,,,chr22_27248628-27259943_cluster41
haploblock:chr22_33679263-33694376_cluster14,haploblock,,,,,,,,,,,chr22_33679263-33694376_cluster14
haploblock:chr22_35492611-35519727_cluster25,haploblock,,,,,,,,,,,chr22_35492611-35519727_cluster25
haploblock:chr22_36318590-36352948_cluster75,haploblock,,,,,,,,,,,chr22_36318590-36352948_cluster75
haploblock:chr22_37416456-37447223_cluster134,haploblock,,,,,,,,,,,chr22_37416456-37447223_cluster134
haploblock:chr22_37447223-37510682_cluster172,haploblock,,,,,,,,,,,chr22_37447223-37510682_cluster172
haploblock:chr22_42340130-42375220_cluster43,haploblock,,,,,,,,,,,chr22_42340130-42375220_cluster43
haploblock:chr22_43429411-43471880_cluster201,haploblock,,,,,,,,,,,chr22_43429411-43471880_cluster201
haploblock:chr22_44491834-44533808_cluster119,haploblock,,,,,,,,,,,chr22_44491834-44533808_cluster119
haploblock:chr22_44752468-44761333_cluster11,haploblock,,,,,,,,,,,chr22_44752468-44761333_cluster11
haploblock:chr22_45461240-45480586_cluster71,haploblock,,,,,,,,,,,chr22_45461240-45480586_cluster71
haploblock:chr22_46090628-46101290_cluster5,haploblock,,,,,,,,,,,chr22_46090628-46101290_cluster5
haploblock:chr22_48460740-48507466_cluster67,haploblock,,,,,,,,,,,chr22_48460740-48507466_cluster67
haploblock:chr22_48748191-48780105_cluster581,haploblock,,,,,,,,,,,chr22_48748191-48780105_cluster581
haploblock:chr22_48962941-48975351_cluster296,haploblock,,,,,,,,,,,chr22_48962941-48975351_cluster296
haploblock:chr22_49715343-49726702_cluster213,haploblock,,,,,,,,,,,chr22_49715343-49726702_cluster213
haploblock:chr22_37447223-37510682_cluster147,haploblock,,,,,,,,,,,chr22_37447223-37510682_cluster147
haploblock:chr22_44156872-44166469_cluster15,haploblock,,,,,,,,,,,chr22_44156872-44166469_cluster15
haploblock:chr22_19674207-19686138_cluster20,haploblock,,,,,,,,,,,chr22_19674207-19686138_cluster20
haploblock:chr22_20988220-21022574_cluster56,haploblock,,,,,,,,,,,chr22_20988220-21022574_cluster56
haploblock:chr22_22244968-22306953_cluster105,haploblock,,,,,,,,,,,chr22_22244968-22306953_cluster105
haploblock:chr22_26999263-27009479_cluster45,haploblock,,,,,,,,,,,chr22_26999263-27009479_cluster45
haploblock:chr22_36582143-36606606_cluster20,haploblock,,,,,,,,,,,chr22_36582143-36606606_cluster20
haploblock:chr22_36850905-36863317_cluster82,haploblock,,,,,,,,,,,chr22_36850905-36863317_cluster82
haploblock:chr22_42478767-42627529_cluster757,haploblock,,,,,,,,,,,chr22_42478767-42627529_cluster757
haploblock:chr22_47285160-47370846_cluster1806,haploblock,,,,,,,,,,,chr22_47285160-47370846_cluster1806
haploblock:chr22_47795000-47815791_cluster41,haploblock,,,,,,,,,,,chr22_47795000-47815791_cluster41
haploblock:chr22_48517374-48534407_cluster27,haploblock,,,,,,,,,,,chr22_48517374-48534407_cluster27
haploblock:chr22_25218191-25233065_cluster206,haploblock,,,,,,,,,,,chr22_25218191-25233065_cluster206
haploblock:chr22_20290948-20320756_cluster48,haploblock,,,,,,,,,,,chr22_20290948-20320756_cluster48
haploblock:chr22_19959374-19965038_cluster22,haploblock,,,,,,,,,,,chr22_19959374-19965038_cluster22
haploblock:chr22_20320756-20367930_cluster375,haploblock,,,,,,,,,,,chr22_20320756-20367930_cluster375
